Country,Code,ContinentCode,Year,Month,Money supply billion currency units,Unemployment rate percent,Stock market index
France,FRA,EU,2007,9,1065.02,7.6,106.82
France,FRA,EU,2007,10,1076.7,7.9,110.71
France,FRA,EU,2007,11,1085.22,7.9,105.87
France,FRA,EU,2007,12,1131.98,7.6,106.46
France,FRA,EU,2008,1,1121.95,7.7,97.48
France,FRA,EU,2008,2,1127.55,7.5,92.01
France,FRA,EU,2008,3,1138.04,7.3,88.03
France,FRA,EU,2008,4,1144.93,7.3,93.04
France,FRA,EU,2008,5,1144.54,7.1,95.62
France,FRA,EU,2008,6,1153.24,6.9,89
France,FRA,EU,2008,7,1162.36,6.8,81.35
France,FRA,EU,2008,8,1160.25,7.2,83.69
France,FRA,EU,2008,9,1172.71,7.3,80.19
France,FRA,EU,2008,10,1187.5,7.7,65.52
France,FRA,EU,2008,11,1184.73,8.1,61.79
France,FRA,EU,2008,12,1218.43,8.3,59.88
France,FRA,EU,2009,1,1165.89,8.8,58.65
France,FRA,EU,2009,2,1159.12,9,55.15
France,FRA,EU,2009,3,1159.92,9.1,51.6
France,FRA,EU,2009,4,1177.78,9.1,57.11
France,FRA,EU,2009,5,1168.36,9.1,61.62
France,FRA,EU,2009,6,1160.98,8.6,61.73
France,FRA,EU,2009,7,1168.35,8.4,61.25
France,FRA,EU,2009,8,1170.77,8.8,67.57
France,FRA,EU,2009,9,1171.19,9,71.5
France,FRA,EU,2009,10,1179.04,9.7,72.63
France,FRA,EU,2009,11,1172.12,10,71.76
France,FRA,EU,2009,12,1208.16,9.8,73.44
France,FRA,EU,2010,1,1195.57,10,75.07
France,FRA,EU,2010,2,1185.04,9.8,70.94
France,FRA,EU,2010,3,1190.77,9.5,75.48
France,FRA,EU,2010,4,1222.24,9.3,76.91
France,FRA,EU,2010,5,1212.41,9.1,69.41
France,FRA,EU,2010,6,1223.4,8.7,69.33
France,FRA,EU,2010,7,1241.97,8.4,69.03
France,FRA,EU,2010,8,1246.24,8.9,70.42
France,FRA,EU,2010,9,1248.53,8.9,72.67
France,FRA,EU,2010,10,1267.39,9.4,74.47
France,FRA,EU,2010,11,1265.47,9.7,74.93
France,FRA,EU,2010,12,1303.28,9.6,75.92
France,FRA,EU,2011,1,1281.61,9.8,78.07
France,FRA,EU,2011,2,1276.33,9.6,80.27
France,FRA,EU,2011,3,1289.09,9.3,77.72
France,FRA,EU,2011,4,1305.78,9.1,79.39
France,FRA,EU,2011,5,1299.31,8.9,79.27
France,FRA,EU,2011,6,1305.56,8.6,76.68
France,FRA,EU,2011,7,1321.67,8.5,76.09
France,FRA,EU,2011,8,1319.73,8.8,64.31
France,FRA,EU,2011,9,1324.71,8.9,60.33
France,FRA,EU,2011,10,1321.22,9.5,63.06
France,FRA,EU,2011,11,1320.33,9.8,60.71
France,FRA,EU,2011,12,1352.73,9.8,61.66
France,FRA,EU,2012,1,1368.09,10.1,64.98
France,FRA,EU,2012,2,1353.59,9.9,68.63
France,FRA,EU,2012,3,1364.23,9.7,70.22
France,FRA,EU,2012,4,1363.86,9.6,65.93
France,FRA,EU,2012,5,1366.42,9.5,62.72
France,FRA,EU,2012,6,1366.73,9.1,61.79
France,FRA,EU,2012,7,1389.12,8.9,64.65
France,FRA,EU,2012,8,1378.52,9.3,68.87
France,FRA,EU,2012,9,1377.04,9.5,70.24
France,FRA,EU,2012,10,1383.24,10.2,69.36
France,FRA,EU,2012,11,1375.64,10.7,69.87
France,FRA,EU,2012,12,1435.04,10.6,73.22
France,FRA,EU,2013,1,1417.02,11,75.25
France,FRA,EU,2013,2,1407.36,10.8,74.81
France,FRA,EU,2013,3,1426.06,10.6,76.82
France,FRA,EU,2013,4,1453.63,10.4,75.66
France,FRA,EU,2013,5,1446.03,10.2,80.01
France,FRA,EU,2013,6,1449.55,9.8,76.87
France,FRA,EU,2013,7,1460.71,9.6,78.66
France,FRA,EU,2013,8,1457.89,9.8,82.09
France,FRA,EU,2013,9,1456.33,10,83.63
France,FRA,EU,2013,10,1445.08,10.3,85.82
France,FRA,EU,2013,11,1441.15,10.6,87.06
France,FRA,EU,2013,12,1472.12,10.5,85.15
France,FRA,EU,2014,1,1444.22,10.8,87.08
France,FRA,EU,2014,2,1442.26,10.7,88.28
France,FRA,EU,2014,3,1453.82,10.4,89.46
France,FRA,EU,2014,4,1456.3,10,91.35
France,FRA,EU,2014,5,1457.67,9.9,92.26
France,FRA,EU,2014,6,1470.96,9.6,93.13
France,FRA,EU,2014,7,1474.99,9.5,89.99
France,FRA,EU,2014,8,1483.97,10,87.4
France,FRA,EU,2014,9,1478.2,10.1,90.66
France,FRA,EU,2014,10,1475.88,10.6,84.62
France,FRA,EU,2014,11,1491.88,10.9,87.59
France,FRA,EU,2014,12,1524.69,10.8,88.08
France,FRA,EU,2015,1,1516.85,11,90.77
France,FRA,EU,2015,2,1484.28,10.8,98.72
France,FRA,EU,2015,3,1511.59,10.5,103.48
France,FRA,EU,2015,4,1525.33,10.3,106.74
France,FRA,EU,2015,5,1522.32,10.2,104.88
France,FRA,EU,2015,6,1544.1,9.8,102.2
France,FRA,EU,2015,7,1558.83,9.7,102.63
France,FRA,EU,2015,8,1558.22,10.2,101.03
France,FRA,EU,2015,9,1557.64,10.1,93.76
France,FRA,EU,2015,10,1567,10.4,97.4
France,FRA,EU,2015,11,1565.7,10.6,101.33
France,FRA,EU,2015,12,1591.97,10.6,97.07
France,FRA,EU,2016,1,1586.77,10.8,90.86
France,FRA,EU,2016,2,1583.69,10.8,87.28
France,FRA,EU,2016,3,1607.08,10.3,92.13
France,FRA,EU,2016,4,1618.48,9.9,92.82
France,FRA,EU,2016,5,1616.66,9.7,91.64
France,FRA,EU,2016,6,1626.35,9.3,89.74
France,FRA,EU,2016,7,1648.24,9.3,90.16
France,FRA,EU,2016,8,1644.57,9.9,92.75
France,FRA,EU,2016,9,1632.67,9.8,93.54
France,FRA,EU,2016,10,1633.17,10.3,94.17
France,FRA,EU,2016,11,1648.25,10.4,94
France,FRA,EU,2016,12,1677.64,10.3,99.26
France,FRA,EU,2017,1,1671.44,10.3,101.51
France,FRA,EU,2017,2,1687.84,10,101.59
France,FRA,EU,2017,3,1710.94,9.7,104.82
France,FRA,EU,2017,4,1758.55,9.3,107.49
France,FRA,EU,2017,5,1750.94,9.2,112.31
France,FRA,EU,2017,6,1771.73,8.9,111.18
France,FRA,EU,2017,7,1788.89,9.1,109.23
France,FRA,EU,2017,8,1803.03,9.6,108.28
France,FRA,EU,2017,9,1793.82,9.2,110.2
France,FRA,EU,2017,10,1795.01,9.3,113.76
France,FRA,EU,2017,11,1805.15,9.2,113.6
France,FRA,EU,2017,12,1837.2,9.3,113.36
France,FRA,EU,2018,1,1831.63,9.8,115.85
France,FRA,EU,2018,2,1830.86,9.7,111.47
France,FRA,EU,2018,3,1836.24,9.3,110.42
France,FRA,EU,2018,4,1866.95,8.9,112.96
France,FRA,EU,2018,5,1869.96,8.7,116.98
France,FRA,EU,2018,6,1890.81,8.4,114.61
France,FRA,EU,2018,7,1922.76,8.6,114.38
France,FRA,EU,2018,8,1922.65,9.1,115.15
France,FRA,EU,2018,9,1888.32,8.8,114.04
France,FRA,EU,2018,10,1903.55,9,109.22
France,FRA,EU,2018,11,1918.87,9,106.14
France,FRA,EU,2018,12,1939.99,9,100.17
France,FRA,EU,2019,1,1945.08,9.3,101.22
France,FRA,EU,2019,2,1953.11,9,107.07
France,FRA,EU,2019,3,1975.32,8.7,110.95
France,FRA,EU,2019,4,2002.7,8.2,115.11
France,FRA,EU,2019,5,2005.32,8,111.91
France,FRA,EU,2019,6,2029.39,7.9,112.67
France,FRA,EU,2019,7,2051.98,8.1,115.9
France,FRA,EU,2019,8,2078.58,8.6,111.44
France,FRA,EU,2019,9,2071,8.2,116.43
France,FRA,EU,2019,10,2072.17,8.4,116.72
France,FRA,EU,2019,11,2080.5,8.4,122.08
France,FRA,EU,2019,12,2087.91,8.4,122.76
France,FRA,EU,2020,1,2081.38,8.7,124.39
France,FRA,EU,2020,2,2098.74,8.1,123.33
France,FRA,EU,2020,3,2198.17,7.5,93.04
France,FRA,EU,2020,4,2259.5,7.2,91.89
France,FRA,EU,2020,5,2324.92,6.5,93.74
France,FRA,EU,2020,6,2352.05,6.8,102.9
France,FRA,EU,2020,7,2369.19,8.3,103.75
France,FRA,EU,2020,8,2373.31,9.4,103.43
France,FRA,EU,2020,9,2410.26,9.1,102.94
France,FRA,EU,2020,10,2386.77,8.5,101.29
France,FRA,EU,2020,11,2395.98,8.2,111.16
France,FRA,EU,2020,12,2431.03,8.1,115.74
France,FRA,EU,2021,1,2436.67,8.5,116.96
France,FRA,EU,2021,2,2453.05,8.4,119.21
France,FRA,EU,2021,3,2483.42,8.1,124.09
France,FRA,EU,2021,4,2488.33,7.9,129.03
France,FRA,EU,2021,5,2495.03,7.6,131.6
France,FRA,EU,2021,6,2515.98,7.4,135.75
France,FRA,EU,2021,7,2564.09,7.7,134.61
France,FRA,EU,2021,8,2563.53,8.3,139.05
France,FRA,EU,2021,9,2578.95,7.8,137.25
France,FRA,EU,2021,10,2586.69,7.7,137.39
France,FRA,EU,2021,11,2585.97,7.6,144.11
France,FRA,EU,2021,12,2593,7.5,143.1
France,FRA,EU,2022,1,2609.84,7.7,
France,FRA,EU,2022,2,2619.41,7.5,
France,FRA,EU,2022,3,2643.56,7.3,
France,FRA,EU,2022,4,2650.29,7.2,
France,FRA,EU,2022,5,2656.02,7.1,
France,FRA,EU,2022,6,2672.92,7.1,
France,FRA,EU,2022,7,,7.3,
France,FRA,EU,2022,8,,,
France,FRA,EU,2022,9,,,
France,FRA,EU,2022,10,,,
France,FRA,EU,2022,11,,,
France,FRA,EU,2022,12,,,
Germany,DEU,EU,1996,1,1029.22,,36.39
Germany,DEU,EU,1996,2,1037.81,,37.05
Germany,DEU,EU,1996,3,1035.33,,37.26
Germany,DEU,EU,1996,4,1039.62,,37.6
Germany,DEU,EU,1996,5,1043.58,,37.49
Germany,DEU,EU,1996,6,1044.66,,38.18
Germany,DEU,EU,1996,7,1044.43,,37.85
Germany,DEU,EU,1996,8,1050.12,,38.18
Germany,DEU,EU,1996,9,1055,,38.74
Germany,DEU,EU,1996,10,1059.51,,39.92
Germany,DEU,EU,1996,11,1078.59,,40.45
Germany,DEU,EU,1996,12,1128.93,,41.47
Germany,DEU,EU,1997,1,1105.29,,43.11
Germany,DEU,EU,1997,2,1107.1,,46.11
Germany,DEU,EU,1997,3,1102.89,,48.49
Germany,DEU,EU,1997,4,1103.74,,48.37
Germany,DEU,EU,1997,5,1111.16,,51.18
Germany,DEU,EU,1997,6,1109.9,,53.18
Germany,DEU,EU,1997,7,1109.59,,58.03
Germany,DEU,EU,1997,8,1112.67,,58.57
Germany,DEU,EU,1997,9,1110.51,,56.49
Germany,DEU,EU,1997,10,1113.9,,57.03
Germany,DEU,EU,1997,11,1135.75,,53.6
Germany,DEU,EU,1997,12,1167.84,,56.87
Germany,DEU,EU,1998,1,1148.86,,58.63
Germany,DEU,EU,1998,2,1154.22,,62.48
Germany,DEU,EU,1998,3,1151.82,,66.74
Germany,DEU,EU,1998,4,1158.29,,71.18
Germany,DEU,EU,1998,5,1161.73,,72.5
Germany,DEU,EU,1998,6,1161.36,,75.5
Germany,DEU,EU,1998,7,1159.12,,78.63
Germany,DEU,EU,1998,8,1170.32,,71.28
Germany,DEU,EU,1998,9,1168.36,,63.46
Germany,DEU,EU,1998,10,1179.77,,58.25
Germany,DEU,EU,1998,11,1207.68,,64.17
Germany,DEU,EU,1998,12,1258.23,,63.81
Germany,DEU,EU,1999,1,1253.28,,67.83
Germany,DEU,EU,1999,2,1256.42,,66.35
Germany,DEU,EU,1999,3,1253.55,,65.04
Germany,DEU,EU,1999,4,1256.8,,67.76
Germany,DEU,EU,1999,5,1270.78,,68.24
Germany,DEU,EU,1999,6,1273.9,,68.61
Germany,DEU,EU,1999,7,1270.51,,71.28
Germany,DEU,EU,1999,8,1269.86,,68.22
Germany,DEU,EU,1999,9,1271.63,,69.05
Germany,DEU,EU,1999,10,1278.84,,68.88
Germany,DEU,EU,1999,11,1304.6,,74.05
Germany,DEU,EU,1999,12,1321.6,,80.26
Germany,DEU,EU,2000,1,1309.16,,86.17
Germany,DEU,EU,2000,2,1309.19,,95
Germany,DEU,EU,2000,3,1299.78,,99.83
Germany,DEU,EU,2000,4,1301.21,,92.57
Germany,DEU,EU,2000,5,1293.4,,90.46
Germany,DEU,EU,2000,6,1283.24,,90.4
Germany,DEU,EU,2000,7,1273.75,,89.34
Germany,DEU,EU,2000,8,1266.68,,88.97
Germany,DEU,EU,2000,9,1263.74,,87.19
Germany,DEU,EU,2000,10,1263.02,,82.56
Germany,DEU,EU,2000,11,1285.22,,81.79
Germany,DEU,EU,2000,12,1309.4,,76.86
Germany,DEU,EU,2001,1,1291.65,,77.23
Germany,DEU,EU,2001,2,1302.03,,76.48
Germany,DEU,EU,2001,3,1305.1,,70.57
Germany,DEU,EU,2001,4,1310.94,,70.48
Germany,DEU,EU,2001,5,1315.65,,72.6
Germany,DEU,EU,2001,6,1323.19,,70.98
Germany,DEU,EU,2001,7,1317.07,,68.39
Germany,DEU,EU,2001,8,1319.37,,64.6
Germany,DEU,EU,2001,9,1333.78,,53.48
Germany,DEU,EU,2001,10,1334.28,,55.64
Germany,DEU,EU,2001,11,1353.71,,59.63
Germany,DEU,EU,2001,12,1367.01,,60.75
Germany,DEU,EU,2002,1,1277.68,,62.08
Germany,DEU,EU,2002,2,1273.07,,59.87
Germany,DEU,EU,2002,3,1271.88,,63.74
Germany,DEU,EU,2002,4,1268.65,,62.64
Germany,DEU,EU,2002,5,1277.51,,59.86
Germany,DEU,EU,2002,6,1290.01,,54.31
Germany,DEU,EU,2002,7,1283.41,,49.32
Germany,DEU,EU,2002,8,1282.02,,45.62
Germany,DEU,EU,2002,9,1289.15,,40.3
Germany,DEU,EU,2002,10,1299.3,,37.23
Germany,DEU,EU,2002,11,1328.76,,40.22
Germany,DEU,EU,2002,12,1349.18,,38.6
Germany,DEU,EU,2003,1,1339.7,,36.67
Germany,DEU,EU,2003,2,1347.51,,33.07
Germany,DEU,EU,2003,3,1350.89,,31.59
Germany,DEU,EU,2003,4,1357.77,,35.17
Germany,DEU,EU,2003,5,1371.79,,36.39
Germany,DEU,EU,2003,6,1377.88,,39.19
Germany,DEU,EU,2003,7,1366.05,,40.99
Germany,DEU,EU,2003,8,1373.97,,42.46
Germany,DEU,EU,2003,9,1370.95,,43.39
Germany,DEU,EU,2003,10,1371.72,,43.41
Germany,DEU,EU,2003,11,1394.35,,46.01
Germany,DEU,EU,2003,12,1395.23,,47.7
Germany,DEU,EU,2004,1,1391.12,,50.06
Germany,DEU,EU,2004,2,1392.73,,50.18
Germany,DEU,EU,2004,3,1394.24,,48.62
Germany,DEU,EU,2004,4,1395.84,,49.87
Germany,DEU,EU,2004,5,1401.84,,47.49
Germany,DEU,EU,2004,6,1395.05,,48.68
Germany,DEU,EU,2004,7,1391.04,,47.5
Germany,DEU,EU,2004,8,1393.98,,45.93
Germany,DEU,EU,2004,9,1403.13,,47.65
Germany,DEU,EU,2004,10,1402.08,,48.33
Germany,DEU,EU,2004,11,1420.56,,49.97
Germany,DEU,EU,2004,12,1423.32,,51.29
Germany,DEU,EU,2005,1,1432.25,,51.83
Germany,DEU,EU,2005,2,1431.9,,53.04
Germany,DEU,EU,2005,3,1425.78,,53.24
Germany,DEU,EU,2005,4,1435.28,,52.37
Germany,DEU,EU,2005,5,1447.66,,52.04
Germany,DEU,EU,2005,6,1451.01,,54.81
Germany,DEU,EU,2005,7,1452.47,,56.89
Germany,DEU,EU,2005,8,1454.79,,58.81
Germany,DEU,EU,2005,9,1462.27,,59.7
Germany,DEU,EU,2005,10,1466.76,,59.61
Germany,DEU,EU,2005,11,1481.88,,61.13
Germany,DEU,EU,2005,12,1490.08,,63.95
Germany,DEU,EU,2006,1,1491.35,,66.11
Germany,DEU,EU,2006,2,1489.18,,69.64
Germany,DEU,EU,2006,3,1496.13,,71.12
Germany,DEU,EU,2006,4,1515.88,,72.76
Germany,DEU,EU,2006,5,1517.1,,70.18
Germany,DEU,EU,2006,6,1522.83,,65.24
Germany,DEU,EU,2006,7,1513.6,,66.27
Germany,DEU,EU,2006,8,1512.52,,68.16
Germany,DEU,EU,2006,9,1520.05,,69.95
Germany,DEU,EU,2006,10,1517.09,,73.07
Germany,DEU,EU,2006,11,1545.67,,75.4
Germany,DEU,EU,2006,12,1568.73,,77.11
Germany,DEU,EU,2007,1,1564.46,9.3,79.74
Germany,DEU,EU,2007,2,1563.85,9.6,82.63
Germany,DEU,EU,2007,3,1572.32,9.2,80.48
Germany,DEU,EU,2007,4,1583.19,8.6,86.42
Germany,DEU,EU,2007,5,1593.72,8.5,89.09
Germany,DEU,EU,2007,6,1611.62,8.3,91.63
Germany,DEU,EU,2007,7,1617.68,8.3,92.03
Germany,DEU,EU,2007,8,1633.31,8.4,86.61
Germany,DEU,EU,2007,9,1658.15,8.1,88.51
Germany,DEU,EU,2007,10,1657.54,7.8,92.35
Germany,DEU,EU,2007,11,1695.21,8.2,89.1
Germany,DEU,EU,2007,12,1737.42,8.2,91.16
Germany,DEU,EU,2008,1,1731.41,8.2,83.74
Germany,DEU,EU,2008,2,1744.38,8.1,79.17
Germany,DEU,EU,2008,3,1751.32,8,74.68
Germany,DEU,EU,2008,4,1760.57,7.9,77.65
Germany,DEU,EU,2008,5,1780.62,7.3,79.99
Germany,DEU,EU,2008,6,1782.2,7.8,75.9
Germany,DEU,EU,2008,7,1790.41,7.4,70.87
Germany,DEU,EU,2008,8,1804.44,7.2,71.61
Germany,DEU,EU,2008,9,1817.94,6.6,68.08
Germany,DEU,EU,2008,10,1862.99,6.4,53.89
Germany,DEU,EU,2008,11,1878.79,6.8,50.32
Germany,DEU,EU,2008,12,1883.02,7.4,48.95
Germany,DEU,EU,2009,1,1898.94,7.2,48.44
Germany,DEU,EU,2009,2,1898.43,7.8,45.31
Germany,DEU,EU,2009,3,1878.87,7.6,42.07
Germany,DEU,EU,2009,4,1893.14,7.4,47.93
Germany,DEU,EU,2009,5,1883.5,7.2,50.53
Germany,DEU,EU,2009,6,1873.02,7.2,50.8
Germany,DEU,EU,2009,7,1860.82,7.4,51.03
Germany,DEU,EU,2009,8,1859.93,7.5,55.72
Germany,DEU,EU,2009,9,1856.9,7.1,58.02
Germany,DEU,EU,2009,10,1857.77,6.7,59.17
Germany,DEU,EU,2009,11,1867.65,6.7,58.65
Germany,DEU,EU,2009,12,1865.68,6.9,60.76
Germany,DEU,EU,2010,1,1872.86,7.6,61.15
Germany,DEU,EU,2010,2,1872.43,7.6,58.19
Germany,DEU,EU,2010,3,1859.59,7.2,62.05
Germany,DEU,EU,2010,4,1881.55,6.8,64.68
Germany,DEU,EU,2010,5,1891.92,6.5,60.7
Germany,DEU,EU,2010,6,1893.76,6.3,61.53
Germany,DEU,EU,2010,7,1892.85,6.5,61.43
Germany,DEU,EU,2010,8,1901.6,6.2,62.02
Germany,DEU,EU,2010,9,1907.07,6.1,63.14
Germany,DEU,EU,2010,10,1912.66,6.1,65.56
Germany,DEU,EU,2010,11,1937.43,5.9,68.64
Germany,DEU,EU,2010,12,1944.61,6.1,71.58
Germany,DEU,EU,2011,1,1955.17,6.4,72.22
Germany,DEU,EU,2011,2,1946.77,6.2,74.4
Germany,DEU,EU,2011,3,1953.97,6.1,71.13
Germany,DEU,EU,2011,4,1969.41,5.5,73.69
Germany,DEU,EU,2011,5,1980.05,5.3,73.45
Germany,DEU,EU,2011,6,1985.76,5.6,71.42
Germany,DEU,EU,2011,7,1993.81,5.6,72.66
Germany,DEU,EU,2011,8,2011.72,5.6,59.24
Germany,DEU,EU,2011,9,2031.72,4.9,54.41
Germany,DEU,EU,2011,10,2037.9,4.8,58.46
Germany,DEU,EU,2011,11,2061.87,5.1,58.11
Germany,DEU,EU,2011,12,2072.81,5.1,58.38
Germany,DEU,EU,2012,1,2074.3,5.9,62.41
Germany,DEU,EU,2012,2,2082.8,5.5,67.24
Germany,DEU,EU,2012,3,2091.28,5.1,68.83
Germany,DEU,EU,2012,4,2106.4,4.9,66.67
Germany,DEU,EU,2012,5,2128.22,5.2,62.92
Germany,DEU,EU,2012,6,2152.55,4.9,59.94
Germany,DEU,EU,2012,7,2173.61,5.3,63.29
Germany,DEU,EU,2012,8,2184.9,5,66.82
Germany,DEU,EU,2012,9,2195.04,4.7,69.6
Germany,DEU,EU,2012,10,2239.64,4.8,70
Germany,DEU,EU,2012,11,2256.97,4.8,69.73
Germany,DEU,EU,2012,12,2231.6,4.9,72.99
Germany,DEU,EU,2013,1,2219.54,5.5,74.69
Germany,DEU,EU,2013,2,2215.92,5.6,74.36
Germany,DEU,EU,2013,3,2208.85,5.2,76.45
Germany,DEU,EU,2013,4,2236.58,4.9,74.61
Germany,DEU,EU,2013,5,2241.97,4.8,78.49
Germany,DEU,EU,2013,6,2235.86,5,76.12
Germany,DEU,EU,2013,7,2240.81,4.9,76.9
Germany,DEU,EU,2013,8,2256.55,4.7,78.81
Germany,DEU,EU,2013,9,2262.17,4.7,80.35
Germany,DEU,EU,2013,10,2287.94,4.8,83.18
Germany,DEU,EU,2013,11,2296.49,4.7,86.68
Germany,DEU,EU,2013,12,2293.86,4.6,87.57
Germany,DEU,EU,2014,1,2294.26,5.2,89.85
Germany,DEU,EU,2014,2,2307.94,5.1,89.75
Germany,DEU,EU,2014,3,2302.47,5.1,88.26
Germany,DEU,EU,2014,4,2333.22,4.8,89.14
Germany,DEU,EU,2014,5,2351.82,4.5,89.8
Germany,DEU,EU,2014,6,2340.6,4.6,91.37
Germany,DEU,EU,2014,7,2345.88,4.4,89.57
