Country,Code,ContinentCode,Year,Month,Money supply billion currency units,Unemployment rate percent,Stock market index
Germany,DEU,EU,2014,8,2365.58,4.7,85.21
Germany,DEU,EU,2014,9,2368.43,4.6,88.18
Germany,DEU,EU,2014,10,2384.51,4.5,82.4
Germany,DEU,EU,2014,11,2411.06,4.7,87.26
Germany,DEU,EU,2014,12,2405.71,4.3,90.31
Germany,DEU,EU,2015,1,2426.49,4.6,93.31
Germany,DEU,EU,2015,2,2451.97,5,100.96
Germany,DEU,EU,2015,3,2458.51,4.6,107.92
Germany,DEU,EU,2015,4,2485.77,4.6,109.38
Germany,DEU,EU,2015,5,2511.54,4.3,105.16
Germany,DEU,EU,2015,6,2512.51,4.3,101.26
Germany,DEU,EU,2015,7,2529.69,4.3,101.9
Germany,DEU,EU,2015,8,2539.79,4.1,98.32
Germany,DEU,EU,2015,9,2551.44,4,91.19
Germany,DEU,EU,2015,10,2580.47,4.1,93.42
Germany,DEU,EU,2015,11,2624.07,4.3,99.7
Germany,DEU,EU,2015,12,2610.84,4.2,97.49
Germany,DEU,EU,2016,1,2633.79,4.1,90.35
Germany,DEU,EU,2016,2,2644.84,4.4,85.18
Germany,DEU,EU,2016,3,2641.11,4.3,90.19
Germany,DEU,EU,2016,4,2663.6,4,91.53
Germany,DEU,EU,2016,5,2685.72,4,90.32
Germany,DEU,EU,2016,6,2686.45,4,88.58
Germany,DEU,EU,2016,7,2702.01,4,89.41
Germany,DEU,EU,2016,8,2711.7,3.9,94.29
Germany,DEU,EU,2016,9,2719.5,3.5,94.27
Germany,DEU,EU,2016,10,2721.93,3.7,95.16
Germany,DEU,EU,2016,11,2762.94,3.7,94.19
Germany,DEU,EU,2016,12,2759.19,3.3,99.25
Germany,DEU,EU,2017,1,2784.9,3.8,102.89
Germany,DEU,EU,2017,2,2796.96,4.1,104
Germany,DEU,EU,2017,3,2801.03,3.8,106.44
Germany,DEU,EU,2017,4,2803.35,3.9,108.1
Germany,DEU,EU,2017,5,2821.46,3.4,110.8
Germany,DEU,EU,2017,6,2841.19,3.4,110.88
Germany,DEU,EU,2017,7,2835.9,3.4,108.41
Germany,DEU,EU,2017,8,2846.78,3.6,106.9
Germany,DEU,EU,2017,9,2853.48,3.4,109.88
Germany,DEU,EU,2017,10,2859.59,3.5,114.47
Germany,DEU,EU,2017,11,2890.92,3.2,115.9
Germany,DEU,EU,2017,12,2882.94,3.3,115.73
Germany,DEU,EU,2018,1,2894.19,3.4,117.97
Germany,DEU,EU,2018,2,2896.61,3.6,111.17
Germany,DEU,EU,2018,3,2901.13,3.3,108.97
Germany,DEU,EU,2018,4,2906.96,3.3,110.41
Germany,DEU,EU,2018,5,2946.76,3.2,113.32
Germany,DEU,EU,2018,6,2954.53,3.3,110.76
Germany,DEU,EU,2018,7,2954.07,3.2,109.94
Germany,DEU,EU,2018,8,2953.01,3.2,109.64
Germany,DEU,EU,2018,9,2978.42,3.1,107.34
Germany,DEU,EU,2018,10,2989.97,3,101.91
Germany,DEU,EU,2018,11,3024.89,3,99.33
Germany,DEU,EU,2018,12,3021.66,2.9,93.79
Germany,DEU,EU,2019,1,3017.28,3.2,95.58
Germany,DEU,EU,2019,2,3030.93,3,98.13
Germany,DEU,EU,2019,3,3054.72,3.3,100.21
Germany,DEU,EU,2019,4,3068.98,3,104.39
Germany,DEU,EU,2019,5,3093.02,2.9,102.59
Germany,DEU,EU,2019,6,3100.65,2.9,101.21
Germany,DEU,EU,2019,7,3104.7,2.9,103.2
Germany,DEU,EU,2019,8,3135.93,3,97.98
Germany,DEU,EU,2019,9,3131.24,2.9,102.52
Germany,DEU,EU,2019,10,3147.73,2.8,104.28
Germany,DEU,EU,2019,11,3168.51,2.9,109.75
Germany,DEU,EU,2019,12,3161.13,2.9,110.47
Germany,DEU,EU,2020,1,3157.15,3.1,112.01
Germany,DEU,EU,2020,2,3174.62,3.5,111.17
Germany,DEU,EU,2020,3,3263.94,3.7,83.89
Germany,DEU,EU,2020,4,3266.43,3.6,86.98
Germany,DEU,EU,2020,5,3323.21,3.6,92.13
Germany,DEU,EU,2020,6,3325.19,3.8,101.46
Germany,DEU,EU,2020,7,3336.78,4,104.37
Germany,DEU,EU,2020,8,3350.22,3.9,105.5
Germany,DEU,EU,2020,9,3371.82,3.8,105.94
Germany,DEU,EU,2020,10,3403.55,3.5,103.77
Germany,DEU,EU,2020,11,3433.24,3.5,105.5
Germany,DEU,EU,2020,12,3426.07,3.5,110.64
Germany,DEU,EU,2021,1,3458.51,4.1,114.46
Germany,DEU,EU,2021,2,3471.67,4.2,116.17
Germany,DEU,EU,2021,3,3496.99,4,119.03
Germany,DEU,EU,2021,4,3504.96,3.9,124.11
Germany,DEU,EU,2021,5,3535.79,3.7,122.9
Germany,DEU,EU,2021,6,3535.73,3.6,125.78
Germany,DEU,EU,2021,7,3552.63,3.4,125.7
Germany,DEU,EU,2021,8,3571.73,3.4,127.72
Germany,DEU,EU,2021,9,3575.12,3.3,125.9
Germany,DEU,EU,2021,10,3591.64,3.1,123.87
Germany,DEU,EU,2021,11,3621.41,3.2,127.65
Germany,DEU,EU,2021,12,3619.39,3,124.27
Germany,DEU,EU,2022,1,3652.26,3.3,
Germany,DEU,EU,2022,2,3677.23,3.1,
Germany,DEU,EU,2022,3,3676.96,2.8,
Germany,DEU,EU,2022,4,3686.84,3.2,
Germany,DEU,EU,2022,5,3699.52,2.7,
Germany,DEU,EU,2022,6,3726.64,3,
Germany,DEU,EU,2022,7,3757.09,3.2,
Germany,DEU,EU,2022,8,,,
Germany,DEU,EU,2022,9,,,
Germany,DEU,EU,2022,10,,,
Germany,DEU,EU,2022,11,,,
Germany,DEU,EU,2022,12,,,
Norway,NOR,EU,1996,1,553.32,4.6,15.46
Norway,NOR,EU,1996,2,571.29,5.3,15.72
Norway,NOR,EU,1996,3,566.05,5.1,15.95
Norway,NOR,EU,1996,4,561.56,5.1,19.18
Norway,NOR,EU,1996,5,555.51,5.1,18.62
Norway,NOR,EU,1996,6,571.58,4.8,18.14
Norway,NOR,EU,1996,7,566.37,5,15.44
Norway,NOR,EU,1996,8,561.31,4.8,16.01
Norway,NOR,EU,1996,9,565.1,4.5,17.95
Norway,NOR,EU,1996,10,574.02,4.2,16.32
Norway,NOR,EU,1996,11,562.18,4.1,18.43
Norway,NOR,EU,1996,12,575.55,4.4,22.27
Norway,NOR,EU,1997,1,575.93,4.6,20.86
Norway,NOR,EU,1997,2,573.98,4.2,24.26
Norway,NOR,EU,1997,3,567.36,4,26.69
Norway,NOR,EU,1997,4,563.28,4,21.49
Norway,NOR,EU,1997,5,562.91,4.3,26.11
Norway,NOR,EU,1997,6,585.44,4.4,24.78
Norway,NOR,EU,1997,7,582.79,4.3,23.98
Norway,NOR,EU,1997,8,584.27,3.9,27.14
Norway,NOR,EU,1997,9,595.77,3.7,26.27
Norway,NOR,EU,1997,10,597.45,3.3,26.12
Norway,NOR,EU,1997,11,587.15,3.1,27.05
Norway,NOR,EU,1997,12,590.11,3.2,29.19
Norway,NOR,EU,1998,1,607.91,3.3,24.64
Norway,NOR,EU,1998,2,612.91,3.3,24.89
Norway,NOR,EU,1998,3,605.85,3.3,26.64
Norway,NOR,EU,1998,4,598.97,3.4,27.92
Norway,NOR,EU,1998,5,607.42,3.5,27.74
Norway,NOR,EU,1998,6,617.54,3.5,25.99
Norway,NOR,EU,1998,7,614.45,3.5,26.3
Norway,NOR,EU,1998,8,610.74,3.1,22.51
Norway,NOR,EU,1998,9,613.26,2.7,18.86
Norway,NOR,EU,1998,10,613.44,2.5,17.58
Norway,NOR,EU,1998,11,603.74,2.5,19.04
Norway,NOR,EU,1998,12,616.92,2.5,17.71
Norway,NOR,EU,1999,1,635.5,2.7,19.47
Norway,NOR,EU,1999,2,633.52,2.8,19.64
Norway,NOR,EU,1999,3,633.35,2.9,20.14
Norway,NOR,EU,1999,4,626.77,2.8,21.49
Norway,NOR,EU,1999,5,626.28,3,22.5
Norway,NOR,EU,1999,6,657.44,3.1,22.61
Norway,NOR,EU,1999,7,662.44,3.2,23.04
Norway,NOR,EU,1999,8,660.4,3.1,23.48
Norway,NOR,EU,1999,9,658.43,3.3,24.01
Norway,NOR,EU,1999,10,677.59,3.3,22.99
Norway,NOR,EU,1999,11,662.62,3,23.6
Norway,NOR,EU,1999,12,683.85,3.2,25.79
Norway,NOR,EU,2000,1,690.06,3.4,27.26
Norway,NOR,EU,2000,2,697.56,3.5,27.75
Norway,NOR,EU,2000,3,698.57,3.3,28.13
Norway,NOR,EU,2000,4,697.71,3.2,26.18
Norway,NOR,EU,2000,5,704.2,3.2,27.65
Norway,NOR,EU,2000,6,731.21,3.2,27.93
Norway,NOR,EU,2000,7,730.31,3.4,29.07
Norway,NOR,EU,2000,8,733.27,3.4,31.01
Norway,NOR,EU,2000,9,748.66,3.2,31.99
Norway,NOR,EU,2000,10,742.02,3,30.66
Norway,NOR,EU,2000,11,739.75,2.9,30.31
Norway,NOR,EU,2000,12,753.27,3.2,27.6
Norway,NOR,EU,2001,1,771.65,3.4,28.29
Norway,NOR,EU,2001,2,778.35,3.4,29.07
Norway,NOR,EU,2001,3,775.2,3.2,27.48
Norway,NOR,EU,2001,4,763.79,3.1,27.42
Norway,NOR,EU,2001,5,779.95,3.4,28.83
Norway,NOR,EU,2001,6,799.2,3.6,28.14
Norway,NOR,EU,2001,7,797.97,3.7,26.73
Norway,NOR,EU,2001,8,797.57,3.5,25.99
Norway,NOR,EU,2001,9,802.29,3.5,22.93
Norway,NOR,EU,2001,10,807.13,3.5,21.64
Norway,NOR,EU,2001,11,798.43,3.2,22.83
Norway,NOR,EU,2001,12,818.86,3.4,23.53
Norway,NOR,EU,2002,1,845.34,3.6,24.02
Norway,NOR,EU,2002,2,837.46,3.9,23.67
Norway,NOR,EU,2002,3,838.75,3.7,25.54
Norway,NOR,EU,2002,4,826.71,3.7,25.83
Norway,NOR,EU,2002,5,833,3.8,25.67
Norway,NOR,EU,2002,6,872.47,3.7,23.28
Norway,NOR,EU,2002,7,864.89,3.7,21.5
Norway,NOR,EU,2002,8,853.98,3.7,20.75
Norway,NOR,EU,2002,9,848.15,3.6,18.71
Norway,NOR,EU,2002,10,872.16,3.6,18.06
Norway,NOR,EU,2002,11,856.7,3.4,18.28
Norway,NOR,EU,2002,12,882.92,3.6,18.33
Norway,NOR,EU,2003,1,894.59,3.9,18.1
Norway,NOR,EU,2003,2,887.14,4,16.63
Norway,NOR,EU,2003,3,883.09,4,16.66
Norway,NOR,EU,2003,4,874.29,4.1,17.72
Norway,NOR,EU,2003,5,881.51,4.4,19.23
Norway,NOR,EU,2003,6,902.79,4.5,20.96
Norway,NOR,EU,2003,7,902.88,4.5,21.74
Norway,NOR,EU,2003,8,899.38,4.5,23.19
Norway,NOR,EU,2003,9,887.72,4.3,23.51
Norway,NOR,EU,2003,10,900.66,4.1,23.81
Norway,NOR,EU,2003,11,888,4,25.15
Norway,NOR,EU,2003,12,904.22,4.2,26.06
Norway,NOR,EU,2004,1,911.67,4.1,28.36
Norway,NOR,EU,2004,2,909.62,4.2,29.85
Norway,NOR,EU,2004,3,920.12,4.1,31.05
Norway,NOR,EU,2004,4,917.12,4.1,31.18
Norway,NOR,EU,2004,5,922.82,4.4,29.81
Norway,NOR,EU,2004,6,952.45,4.5,31.28
Norway,NOR,EU,2004,7,946.62,4.6,31.74
Norway,NOR,EU,2004,8,932.92,4.5,31.91
Norway,NOR,EU,2004,9,938.63,4.4,33.76
Norway,NOR,EU,2004,10,942.56,4.2,35.36
Norway,NOR,EU,2004,11,966.68,4,35.41
Norway,NOR,EU,2004,12,972.01,4.2,36.68
Norway,NOR,EU,2005,1,975.95,4.4,37.94
Norway,NOR,EU,2005,2,985.44,4.5,40.49
Norway,NOR,EU,2005,3,1006.79,4.6,41.87
Norway,NOR,EU,2005,4,998.92,4.6,41.69
Norway,NOR,EU,2005,5,1005,4.8,41.4
Norway,NOR,EU,2005,6,1043.19,4.8,45.2
Norway,NOR,EU,2005,7,1045.28,5,49.2
Norway,NOR,EU,2005,8,1034.99,4.8,52.26
Norway,NOR,EU,2005,9,1055.34,4.5,55.18
Norway,NOR,EU,2005,10,1053.19,4.3,51.41
Norway,NOR,EU,2005,11,1066.36,4,52.56
Norway,NOR,EU,2005,12,1085.33,4,55.98
Norway,NOR,EU,2006,1,1086.17,4.2,59.19
Norway,NOR,EU,2006,2,1089.64,4.3,62.01
Norway,NOR,EU,2006,3,1106.7,4,65.09
Norway,NOR,EU,2006,4,1104.93,4,70.4
Norway,NOR,EU,2006,5,1115.3,4.1,68.75
Norway,NOR,EU,2006,6,1170.04,4.4,63.25
Norway,NOR,EU,2006,7,1164.65,3.2,65.91
Norway,NOR,EU,2006,8,1157.3,3.7,66.41
Norway,NOR,EU,2006,9,1176.79,3.5,64.94
Norway,NOR,EU,2006,10,1180.54,2.8,66.92
Norway,NOR,EU,2006,11,1194.72,2.7,71.23
Norway,NOR,EU,2006,12,1233.75,2.3,73.52
Norway,NOR,EU,2007,1,1242.97,3,76.23
Norway,NOR,EU,2007,2,1255.83,2.8,78.96
Norway,NOR,EU,2007,3,1292.9,2.9,76.36
Norway,NOR,EU,2007,4,1268.71,2.9,80.01
Norway,NOR,EU,2007,5,1302.98,2.9,83.18
Norway,NOR,EU,2007,6,1354.49,3,85.91
Norway,NOR,EU,2007,7,1362.48,2.8,89.07
Norway,NOR,EU,2007,8,1357.66,2.8,81.38
Norway,NOR,EU,2007,9,1376.25,2.6,84.8
Norway,NOR,EU,2007,10,1387.42,2.7,87.01
Norway,NOR,EU,2007,11,1382.49,2.3,86.1
Norway,NOR,EU,2007,12,1440.2,1.9,84.45
Norway,NOR,EU,2008,1,1304.89,2.8,75.64
Norway,NOR,EU,2008,2,1305.27,2.6,72.8
Norway,NOR,EU,2008,3,1300.75,2.7,71.28
Norway,NOR,EU,2008,4,1303.44,2.7,76.76
Norway,NOR,EU,2008,5,1297.35,3,86.01
Norway,NOR,EU,2008,6,1340.77,3.5,84.11
Norway,NOR,EU,2008,7,1339.54,2.9,74.54
Norway,NOR,EU,2008,8,1331.51,2.9,71.9
Norway,NOR,EU,2008,9,1329.59,3.4,62.95
Norway,NOR,EU,2008,10,1357.59,3.1,45.45
Norway,NOR,EU,2008,11,1349.25,2.8,41.4
Norway,NOR,EU,2008,12,1374.09,2.8,38.95
Norway,NOR,EU,2009,1,1382.07,3.2,41.95
Norway,NOR,EU,2009,2,1375.74,3.3,40.64
Norway,NOR,EU,2009,3,1378.29,3.4,39.16
Norway,NOR,EU,2009,4,1370.87,3.6,41.98
Norway,NOR,EU,2009,5,1385.07,3.7,49.41
Norway,NOR,EU,2009,6,1419.45,4,51.59
Norway,NOR,EU,2009,7,1418.25,3.2,50.12
Norway,NOR,EU,2009,8,1389.16,3.6,53.19
Norway,NOR,EU,2009,9,1387.65,3.5,54.73
Norway,NOR,EU,2009,10,1404.54,3.3,57.9
Norway,NOR,EU,2009,11,1384.7,3.7,59.84
Norway,NOR,EU,2009,12,1416.09,3,62.38
Norway,NOR,EU,2010,1,1417.38,3.9,63.4
Norway,NOR,EU,2010,2,1410.71,3.9,60.13
Norway,NOR,EU,2010,3,1406.49,4.7,62.93
Norway,NOR,EU,2010,4,1405.21,4,65.7
Norway,NOR,EU,2010,5,1403.18,4.2,61.53
Norway,NOR,EU,2010,6,1457.18,4.7,60.94
Norway,NOR,EU,2010,7,1469.54,3.5,60.11
Norway,NOR,EU,2010,8,1453.79,3.8,61.26
Norway,NOR,EU,2010,9,1451.27,4.1,62.89
Norway,NOR,EU,2010,10,1478.37,3.7,65.81
Norway,NOR,EU,2010,11,1484.84,3.3,67.77
Norway,NOR,EU,2010,12,1507.04,3.7,71.16
Norway,NOR,EU,2011,1,1530.26,3.3,73.05
Norway,NOR,EU,2011,2,1522.39,3.4,74.14
Norway,NOR,EU,2011,3,1518.99,3.9,74.44
Norway,NOR,EU,2011,4,1531.65,3.8,75.72
Norway,NOR,EU,2011,5,1544.38,3.7,73.57
Norway,NOR,EU,2011,6,1568.72,4,70.69
Norway,NOR,EU,2011,7,1579.26,3.3,70.95
Norway,NOR,EU,2011,8,1554.48,3.7,62.59
Norway,NOR,EU,2011,9,1573.27,3.6,61.13
Norway,NOR,EU,2011,10,1594.92,3.7,62.77
Norway,NOR,EU,2011,11,1586.11,3.3,64.71
Norway,NOR,EU,2011,12,1593.14,3.1,65.19
Norway,NOR,EU,2012,1,1610.16,3.9,68.04
Norway,NOR,EU,2012,2,1607.51,3.7,71.59
Norway,NOR,EU,2012,3,1613.08,3.1,73.04
Norway,NOR,EU,2012,4,1605.52,3.5,71.46
Norway,NOR,EU,2012,5,1590.46,3.6,68.68
Norway,NOR,EU,2012,6,1656.95,3.5,66.28
Norway,NOR,EU,2012,7,1660.68,3.3,70.44
Norway,NOR,EU,2012,8,1634.31,3.3,72.9
Norway,NOR,EU,2012,9,1649.97,3.4,75.2
Norway,NOR,EU,2012,10,1658.97,3.7,74.47
Norway,NOR,EU,2012,11,1673.05,3.4,72.86
Norway,NOR,EU,2012,12,1671.77,3.4,73.92
Norway,NOR,EU,2013,1,1693.98,3.8,76.91
Norway,NOR,EU,2013,2,1676.76,4,78.3
Norway,NOR,EU,2013,3,1681.88,4.2,78.81
Norway,NOR,EU,2013,4,1678.01,4.1,77.72
Norway,NOR,EU,2013,5,1693.67,4,80.2
Norway,NOR,EU,2013,6,1741.87,4,78.23
Norway,NOR,EU,2013,7,1752.56,3.6,80.45
Norway,NOR,EU,2013,8,1745.17,4.2,81.94
Norway,NOR,EU,2013,9,1725.34,4,83.54
Norway,NOR,EU,2013,10,1742.07,3.4,85.56
Norway,NOR,EU,2013,11,1752.08,3.8,89.04
Norway,NOR,EU,2013,12,1793.67,4.1,89
Norway,NOR,EU,2014,1,1804.66,4.1,91.55
Norway,NOR,EU,2014,2,1791.49,3.2,91.18
Norway,NOR,EU,2014,3,1797.52,4.2,92.45
Norway,NOR,EU,2014,4,1802.28,3.6,93.45
Norway,NOR,EU,2014,5,1803.49,3.4,99.85
Norway,NOR,EU,2014,6,1877.93,3.6,104.39
Norway,NOR,EU,2014,7,1866.15,4.1,104.45
Norway,NOR,EU,2014,8,1863.64,3.6,101.37
Norway,NOR,EU,2014,9,1852.99,4.3,102.72
Norway,NOR,EU,2014,10,1860.84,3.8,95.09
Norway,NOR,EU,2014,11,1879.31,3.8,97.48
Norway,NOR,EU,2014,12,1907.97,3.6,91.93
Norway,NOR,EU,2015,1,1927.01,4.4,94.77
Norway,NOR,EU,2015,2,1898.83,4.7,99.54
Norway,NOR,EU,2015,3,1929.48,4.8,99.55
Norway,NOR,EU,2015,4,1845.12,4.6,104.81
Norway,NOR,EU,2015,5,1861.82,4.4,105.79
Norway,NOR,EU,2015,6,1919.85,5,103.82
Norway,NOR,EU,2015,7,1928.75,5.2,102.83
Norway,NOR,EU,2015,8,1885.36,4.2,98.32
Norway,NOR,EU,2015,9,1895.4,4.9,93.89
Norway,NOR,EU,2015,10,1913.87,4.8,99.05
Norway,NOR,EU,2015,11,1905.93,4.3,100.31
Norway,NOR,EU,2015,12,1920.07,5,97.32
Norway,NOR,EU,2016,1,1927.93,5,89.59
Norway,NOR,EU,2016,2,1927.38,5.6,88.85
Norway,NOR,EU,2016,3,1934.4,5.1,95.32
Norway,NOR,EU,2016,4,1946.12,5,95.96
Norway,NOR,EU,2016,5,1924.25,5,99.15
Norway,NOR,EU,2016,6,2008.85,4.9,99.4
Norway,NOR,EU,2016,7,2016.72,4.9,102.63
Norway,NOR,EU,2016,8,1993.67,5.2,101.73
Norway,NOR,EU,2016,9,2017.55,4.9,101.41
Norway,NOR,EU,2016,10,2028.55,4.7,105.56
Norway,NOR,EU,2016,11,2028.06,4.6,107.27
Norway,NOR,EU,2016,12,2017.43,4,113.7
Norway,NOR,EU,2017,1,2044.71,4.2,117.18
Norway,NOR,EU,2017,2,2046.87,4.5,116.38
Norway,NOR,EU,2017,3,2074.7,5,115.57
Norway,NOR,EU,2017,4,2081.82,4.6,114.91
Norway,NOR,EU,2017,5,2057.18,4.6,118.86
Norway,NOR,EU,2017,6,2140.17,4.7,116.67
Norway,NOR,EU,2017,7,2152.54,4.1,118.78
Norway,NOR,EU,2017,8,2108.47,4.3,121.8
Norway,NOR,EU,2017,9,2134.12,4.4,126.41
Norway,NOR,EU,2017,10,2153.77,3.8,131.43
Norway,NOR,EU,2017,11,2151.89,3.9,134.6
Norway,NOR,EU,2017,12,2138.65,4.3,134.35
Norway,NOR,EU,2018,1,2178.12,4,140.08
Norway,NOR,EU,2018,2,2154.69,3.9,136.09
Norway,NOR,EU,2018,3,2189.51,4.4,136.59
Norway,NOR,EU,2018,4,2212.78,4.1,142.49
Norway,NOR,EU,2018,5,2208.43,3.6,150.3
Norway,NOR,EU,2018,6,2278.43,4.5,152.03
Norway,NOR,EU,2018,7,2277.26,4,151.44
Norway,NOR,EU,2018,8,2242.32,4,154.11
Norway,NOR,EU,2018,9,2251.93,4.5,156.68
Norway,NOR,EU,2018,10,2247.61,3.8,154.7
Norway,NOR,EU,2018,11,2260.57,3.7,148.22
Norway,NOR,EU,2018,12,2252.58,3.4,140.35
Norway,NOR,EU,2019,1,2269.62,4,142.17
Norway,NOR,EU,2019,2,2261.12,4.3,146.47
Norway,NOR,EU,2019,3,2289.15,3.8,148.82
Norway,NOR,EU,2019,4,2279.17,3.2,151.5
Norway,NOR,EU,2019,5,2298.45,3.5,147.95
Norway,NOR,EU,2019,6,2359.49,4.1,145.76
Norway,NOR,EU,2019,7,2378.49,3.8,147.09
Norway,NOR,EU,2019,8,2372.2,4.3,140.52
Norway,NOR,EU,2019,9,2351.09,3.7,148.4
Norway,NOR,EU,2019,10,2356.6,4.2,148.65
Norway,NOR,EU,2019,11,2367.98,3.8,151.73
Norway,NOR,EU,2019,12,2347.74,3.8,152.74
Norway,NOR,EU,2020,1,2368.16,4.1,156.83
Norway,NOR,EU,2020,2,2363.96,3.6,151.47
Norway,NOR,EU,2020,3,2492.86,3.6,117.51
Norway,NOR,EU,2020,4,2525.78,4,122.34
Norway,NOR,EU,2020,5,2553.46,5,128.29
Norway,NOR,EU,2020,6,2575.97,5.3,135.05
Norway,NOR,EU,2020,7,2628.02,5.7,136.23
Norway,NOR,EU,2020,8,2590.35,5.3,142.23
Norway,NOR,EU,2020,9,2616.86,5.4,140.34
Norway,NOR,EU,2020,10,2638.14,5.4,139.77
Norway,NOR,EU,2020,11,2656.13,5.1,145.13
Norway,NOR,EU,2020,12,2632.33,4.5,153.65
Norway,NOR,EU,2021,1,2675.67,5.1,161
Norway,NOR,EU,2021,2,2703.52,5.4,163.34
Norway,NOR,EU,2021,3,2731.66,4.5,172.39
Norway,NOR,EU,2021,4,2752.55,5.1,174.19
